Suburb,Rooms,Type,Price,Date,Regionname,Distance,CouncilArea
"Croydon",3,"u",720000,"23/12/2017","Eastern Metropolitan",23,"Maroondah City Council"
"Croydon",4,"t",600000,"23/12/2017","Eastern Metropolitan",23,"Maroondah City Council"
"Croydon",4,"h",820000,"23/12/2017","Eastern Metropolitan",23,"Maroondah City Council"
"Croydon",3,"h",720000,"23/12/2017","Eastern Metropolitan",23,"Maroondah City Council"
"Croydon",5,"h",997000,"23/12/2017","Eastern Metropolitan",23,"Maroondah City Council"
"Croydon",3,"h",655200,"23/12/2017","Eastern Metropolitan",23,"Maroondah City Council"
"Deepdene",4,"h",3680000,"23/12/2017","Southern Metropolitan",7.9,"Boroondara City Council"
"Deepdene",5,"h",3080000,"23/12/2017","Southern Metropolitan",7.9,"Boroondara City Council"
"Deer Park",3,"h",580000,"23/12/2017","Western Metropolitan",14.8,"Brimbank City Council"
"Delahey",3,"h",580000,"23/12/2017","Western Metropolitan",18,"Brimbank City Council"
"Delahey",4,"h",600000,"23/12/2017","Western Metropolitan",18,"Brimbank City Council"
"Derrimut",4,"h",561000,"23/12/2017","Western Metropolitan",14.7,"Brimbank City Council"
"Derrimut",4,"h",912000,"23/12/2017","Western Metropolitan",14.7,"Brimbank City Council"
"Diamond Creek",3,"h",588000,"23/12/2017","Northern Victoria",21.8,"Nillumbik Shire Council"
"Diamond Creek",3,"h",700000,"23/12/2017","Northern Victoria",21.8,"Nillumbik Shire Council"
"Dingley Village",2,"u",680000,"23/12/2017","South-Eastern Metropolitan",22.2,"Kingston City Council"
"Dingley Village",4,"h",839000,"23/12/2017","South-Eastern Metropolitan",22.2,"Kingston City Council"
"Dingley Village",3,"h",952000,"23/12/2017","South-Eastern Metropolitan",22.2,"Kingston City Council"
"Doncaster",3,"h",850000,"23/12/2017","Eastern Metropolitan",12.4,"Manningham City Council"
"Doncaster",3,"h",1150000,"23/12/2017","Eastern Metropolitan",12.4,"Manningham City Council"
"Doncaster East",4,"h",1198000,"23/12/2017","Eastern Metropolitan",14.3,"Manningham City Council"
"Doncaster East",3,"u",750000,"23/12/2017","Eastern Metropolitan",14.3,"Manningham City Council"
"Doncaster East",3,"h",868000,"23/12/2017","Eastern Metropolitan",14.3,"Manningham City Council"
"Doncaster East",4,"h",1420000,"23/12/2017","Eastern Metropolitan",14.3,"Manningham City Council"
"Doreen",4,"h",740000,"23/12/2017","Northern Victoria",25.9,"Nillumbik Shire Council"
"Doreen",4,"h",525000,"23/12/2017","Northern Victoria",25.9,"Nillumbik Shire Council"
"Doreen",3,"h",470000,"23/12/2017","Northern Victoria",25.9,"Nillumbik Shire Council"
"Doreen",3,"h",558000,"23/12/2017","Northern Victoria",25.9,"Nillumbik Shire Council"
"Elsternwick",3,"u",930000,"23/12/2017","Southern Metropolitan",7.2,"Glen Eira City Council"
"Elwood",1,"u",411000,"23/12/2017","Southern Metropolitan",7.2,"Port Phillip City Council"
"Elwood",2,"u",675000,"23/12/2017","Southern Metropolitan",7.2,"Port Phillip City Council"
"Elwood",3,"u",1800000,"23/12/2017","Southern Metropolitan",7.2,"Port Phillip City Council"
"Endeavour Hills",3,"h",656000,"23/12/2017","South-Eastern Metropolitan",28.5,"Casey City Council"
"Epping",4,"h",735000,"23/12/2017","Northern Metropolitan",19.6,"Whittlesea City Council"
"Epping",2,"h",432000,"23/12/2017","Northern Metropolitan",19.6,"Whittlesea City Council"
"Epping",4,"h",611000,"23/12/2017","Northern Metropolitan",19.6,"Whittlesea City Council"
"Epping",2,"u",300000,"23/12/2017","Northern Metropolitan",19.6,"Whittlesea City Council"
"Epping",2,"u",309000,"23/12/2017","Northern Metropolitan",19.6,"Whittlesea City Council"
"Epping",3,"h",610000,"23/12/2017","Northern Metropolitan",19.6,"Whittlesea City Council"
"Epping",3,"h",571550,"23/12/2017","Northern Metropolitan",19.6,"Whittlesea City Council"
"Epping",3,"h",658000,"23/12/2017","Northern Metropolitan",19.6,"Whittlesea City Council"
"Essendon",3,"t",800000,"23/12/2017","Western Metropolitan",7.5,"Moonee Valley City Council"
"Essendon",2,"u",768000,"23/12/2017","Western Metropolitan",7.5,"Moonee Valley City Council"
"Essendon",5,"h",2200000,"23/12/2017","Western Metropolitan",7.5,"Moonee Valley City Council"
"Essendon",2,"u",480000,"23/12/2017","Western Metropolitan",7.5,"Moonee Valley City Council"
"Essendon",2,"u",695000,"23/12/2017","Western Metropolitan",7.5,"Moonee Valley City Council"
"Essendon North",2,"u",365000,"23/12/2017","Western Metropolitan",8.2,"Moonee Valley City Council"
"Fairfield",2,"u",512500,"23/12/2017","Northern Metropolitan",5.7,"Darebin City Council"
"Fairfield",4,"h",1300000,"23/12/2017","Northern Metropolitan",5.7,"Darebin City Council"
"Fawkner",3,"h",767500,"23/12/2017","Northern Metropolitan",13.1,"Hume City Council"
"Fawkner",3,"h",616000,"23/12/2017","Northern Metropolitan",13.1,"Hume City Council"
"Fawkner",2,"u",412000,"23/12/2017","Northern Metropolitan",13.1,"Hume City Council"
"Fawkner",3,"h",482000,"23/12/2017","Northern Metropolitan",13.1,"Hume City Council"
"Fawkner",3,"h",783000,"23/12/2017","Northern Metropolitan",13.1,"Hume City Council"
"Ferntree Gully",3,"h",755000,"23/12/2017","Eastern Metropolitan",24.8,"Knox City Council"
"Fitzroy",2,"h",1930000,"23/12/2017","Northern Metropolitan",2.1,"Yarra City Council"
"Fitzroy",2,"h",950000,"23/12/2017","Northern Metropolitan",2.1,"Yarra City Council"
"Fitzroy",1,"u",640000,"23/12/2017","Northern Metropolitan",2.1,"Yarra City Council"
"Fitzroy North",2,"u",655000,"23/12/2017","Northern Metropolitan",3.6,"Moreland City Council"
"Fitzroy North",3,"h",1325000,"23/12/2017","Northern Metropolitan",3.6,"Moreland City Council"
"Fitzroy North",2,"h",1380000,"23/12/2017","Northern Metropolitan",3.6,"Moreland City Council"
"Fitzroy North",2,"u",650000,"23/12/2017","Northern Metropolitan",3.6,"Moreland City Council"
"Flemington",2,"t",785000,"23/12/2017","Northern Metropolitan",3.4,"Melbourne City Council"
"Footscray",3,"u",517000,"23/12/2017","Western Metropolitan",5.1,"Maribyrnong City Council"
"Footscray",6,"h",1527000,"23/12/2017","Western Metropolitan",5.1,"Maribyrnong City Council"
"Footscray",3,"t",760000,"23/12/2017","Western Metropolitan",5.1,"Maribyrnong City Council"
"Frankston",4,"h",814250,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Frankston",5,"h",840000,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Frankston",3,"t",569000,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Frankston",3,"h",538000,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Frankston",4,"h",560000,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Frankston",3,"h",636000,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Frankston",3,"h",672500,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Frankston",2,"h",574000,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Frankston",4,"h",1036000,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Frankston",3,"h",1250000,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Frankston",3,"t",605000,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Frankston",4,"h",1150000,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Frankston South",3,"h",1200000,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Frankston South",3,"h",760000,"23/12/2017","South-Eastern Metropolitan",38,"Frankston City Council"
"Gisborne",3,"h",616000,"23/12/2017","Northern Victoria",45.9,"Macedon Ranges Shire Council"
"Gisborne",3,"h",535000,"23/12/2017","Northern Victoria",45.9,"Macedon Ranges Shire Council"
"Gisborne",3,"h",550000,"23/12/2017","Northern Victoria",45.9,"Macedon Ranges Shire Council"
"Gladstone Park",3,"h",620000,"23/12/2017","Western Metropolitan",12.9,"Hume City Council"
"Gladstone Park",3,"h",730000,"23/12/2017","Western Metropolitan",12.9,"Hume City Council"
"Glen Iris",2,"u",670000,"23/12/2017","Southern Metropolitan",7.3,"Boroondara City Council"
"Glen Iris",6,"h",2245000,"23/12/2017","Southern Metropolitan",7.3,"Boroondara City Council"
"Glen Iris",4,"h",1735000,"23/12/2017","Southern Metropolitan",7.3,"Boroondara City Council"
"Glen Waverley",6,"h",2350000,"23/12/2017","Eastern Metropolitan",16.7,"Monash City Council"
"Glenroy",3,"t",765000,"23/12/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Glenroy",2,"t",530000,"23/12/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Glenroy",2,"h",637000,"23/12/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Glenroy",2,"h",628000,"23/12/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Glenroy",2,"h",1245000,"23/12/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Glenroy",3,"h",885000,"23/12/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Glenroy",3,"u",635000,"23/12/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Glenroy",4,"h",801000,"23/12/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Glenroy",3,"t",554000,"23/12/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Glenroy",2,"h",900000,"23/12/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Gowanbrae",3,"h",790000,"23/12/2017","Western Metropolitan",12.9,"Moreland City Council"
"Gowanbrae",3,"t",700000,"23/12/2017","Western Metropolitan",12.9,"Moreland City Council"
"Gowanbrae",4,"h",1260000,"23/12/2017","Western Metropolitan",12.9,"Moreland City Council"
"Greensborough",3,"h",1002000,"23/12/2017","Northern Metropolitan",16.1,"Banyule City Council"
"Greensborough",3,"h",759000,"23/12/2017","Northern Metropolitan",16.1,"Banyule City Council"
"Greensborough",3,"h",835000,"23/12/2017","Northern Metropolitan",16.1,"Banyule City Council"
"Greensborough",3,"t",920000,"23/12/2017","Northern Metropolitan",16.1,"Banyule City Council"
"Greensborough",3,"h",876000,"23/12/2017","Northern Metropolitan",16.1,"Banyule City Council"
"Greensborough",4,"h",1215000,"23/12/2017","Northern Metropolitan",16.1,"Banyule City Council"
"Greensborough",3,"h",760000,"23/12/2017","Northern Metropolitan",16.1,"Banyule City Council"
"Greensborough",3,"h",838000,"23/12/2017","Northern Metropolitan",16.1,"Banyule City Council"
"Greensborough",3,"t",635000,"23/12/2017","Northern Metropolitan",16.1,"Banyule City Council"
"Greenvale",4,"h",750000,"23/12/2017","Northern Metropolitan",20.4,"Hume City Council"
"Greenvale",3,"h",671000,"23/12/2017","Northern Metropolitan",20.4,"Hume City Council"
"Greenvale",6,"h",1515000,"23/12/2017","Northern Metropolitan",20.4,"Hume City Council"
"Greenvale",3,"h",660000,"23/12/2017","Northern Metropolitan",20.4,"Hume City Council"
"Greenvale",4,"h",690000,"23/12/2017","Northern Metropolitan",20.4,"Hume City Council"
"Greenvale",4,"h",679000,"23/12/2017","Northern Metropolitan",20.4,"Hume City Council"
"Hadfield",3,"h",911000,"23/12/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Hadfield",3,"h",772500,"23/12/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Hampton",3,"t",2440000,"23/12/2017","Southern Metropolitan",13.8,"Bayside City Council"
"Hampton",2,"u",850000,"23/12/2017","Southern Metropolitan",13.8,"Bayside City Council"
"Hampton",3,"h",1500000,"23/12/2017","Southern Metropolitan",13.8,"Bayside City Council"
"Hampton",3,"h",1006000,"23/12/2017","Southern Metropolitan",13.8,"Bayside City Council"
"Hampton",3,"t",1100000,"23/12/2017","Southern Metropolitan",13.8,"Bayside City Council"
"Hampton East",4,"h",1330000,"23/12/2017","Southern Metropolitan",13.8,"Bayside City Council"
"Hawthorn",3,"t",1400000,"23/12/2017","Southern Metropolitan",5.3,"Boroondara City Council"
"Hawthorn",2,"u",822500,"23/12/2017","Southern Metropolitan",5.3,"Boroondara City Council"
"Hawthorn",4,"h",2055000,"23/12/2017","Southern Metropolitan",5.3,"Boroondara City Council"
"Hawthorn",2,"u",660000,"23/12/2017","Southern Metropolitan",5.3,"Boroondara City Council"
"Hawthorn",2,"u",525000,"23/12/2017","Southern Metropolitan",5.3,"Boroondara City Council"
"Hawthorn",1,"u",640000,"23/12/2017","Southern Metropolitan",5.3,"Boroondara City Council"
"Hawthorn East",2,"u",658000,"23/12/2017","Southern Metropolitan",6.2,"Boroondara City Council"
"Hawthorn East",2,"u",985000,"23/12/2017","Southern Metropolitan",6.2,"Boroondara City Council"
"Hawthorn East",2,"u",590000,"23/12/2017","Southern Metropolitan",6.2,"Boroondara City Council"
"Heathmont",3,"h",1051000,"23/12/2017","Eastern Metropolitan",21.3,"Maroondah City Council"
"Heidelberg Heights",2,"h",782500,"23/12/2017","Eastern Metropolitan",8.8,"Banyule City Council"
"Heidelberg Heights",3,"t",760000,"23/12/2017","Eastern Metropolitan",8.8,"Banyule City Council"
"Heidelberg Heights",4,"h",920000,"23/12/2017","Eastern Metropolitan",8.8,"Banyule City Council"
"Heidelberg Heights",2,"h",640000,"23/12/2017","Eastern Metropolitan",8.8,"Banyule City Council"
"Heidelberg West",2,"u",471000,"23/12/2017","Eastern Metropolitan",8.8,"Banyule City Council"
"Heidelberg West",2,"h",687000,"23/12/2017","Eastern Metropolitan",8.8,"Banyule City Council"
"Highett",3,"h",1430000,"23/12/2017","Southern Metropolitan",16,"Bayside City Council"
"Highett",2,"u",590000,"23/12/2017","Southern Metropolitan",16,"Bayside City Council"
"Hillside",4,"h",666000,"23/12/2017","Western Metropolitan",18,"Brimbank City Council"
"Hillside",6,"h",830000,"23/12/2017","Western Metropolitan",18,"Brimbank City Council"
"Hillside",5,"h",700000,"23/12/2017","Western Metropolitan",18,"Brimbank City Council"
"Hillside",4,"h",855000,"23/12/2017","Western Metropolitan",18,"Brimbank City Council"
"Hillside",4,"h",1405000,"23/12/2017","Western Metropolitan",18,"Brimbank City Council"
"Hoppers Crossing",3,"h",596000,"23/12/2017","Western Metropolitan",18.4,"Wyndham City Council"
"Hoppers Crossing",3,"h",505000,"23/12/2017","Western Metropolitan",18.4,"Wyndham City Council"
"Hoppers Crossing",3,"h",586000,"23/12/2017","Western Metropolitan",18.4,"Wyndham City Council"
"Hoppers Crossing",3,"h",525000,"23/12/2017","Western Metropolitan",18.4,"Wyndham City Council"
"Hoppers Crossing",3,"h",580000,"23/12/2017","Western Metropolitan",18.4,"Wyndham City Council"
"Hoppers Crossing",4,"h",660000,"23/12/2017","Western Metropolitan",18.4,"Wyndham City Council"
"Ivanhoe",4,"h",1095000,"23/12/2017","Eastern Metropolitan",7.8,"Banyule City Council"
"Ivanhoe",3,"u",1220000,"23/12/2017","Eastern Metropolitan",7.8,"Banyule City Council"
"Ivanhoe",2,"h",1395000,"23/12/2017","Eastern Metropolitan",7.8,"Banyule City Council"
"Ivanhoe",3,"h",1150000,"23/12/2017","Eastern Metropolitan",7.8,"Banyule City Council"
"Ivanhoe East",2,"h",1432000,"23/12/2017","Eastern Metropolitan",7.8,"Banyule City Council"
"Jacana",3,"h",455000,"23/12/2017","Northern Metropolitan",14,"Hume City Council"
"Keilor Downs",3,"h",670000,"23/12/2017","Western Metropolitan",15.5,"Brimbank City Council"
"Keilor Downs",3,"h",635000,"23/12/2017","Western Metropolitan",15.5,"Brimbank City Council"
"Keilor Downs",4,"h",685000,"23/12/2017","Western Metropolitan",15.5,"Brimbank City Council"
"Keilor East",6,"h",1130000,"23/12/2017","Western Metropolitan",11.7,"Brimbank City Council"
"Keilor East",2,"h",580000,"23/12/2017","Western Metropolitan",11.7,"Brimbank City Council"
"Keilor East",4,"h",975000,"23/12/2017","Western Metropolitan",11.7,"Brimbank City Council"
"Keilor East",2,"h",740000,"23/12/2017","Western Metropolitan",11.7,"Brimbank City Council"
"Keilor East",3,"t",780000,"23/12/2017","Western Metropolitan",11.7,"Brimbank City Council"
"Keilor Park",5,"h",550000,"23/12/2017","Western Metropolitan",10.4,"Brimbank City Council"
"Kensington",2,"u",520000,"23/12/2017","Northern Metropolitan",3.4,"Melbourne City Council"
"Kew",3,"h",1760000,"23/12/2017","Southern Metropolitan",5.4,"Boroondara City Council"
"Kew",1,"u",505000,"23/12/2017","Southern Metropolitan",5.4,"Boroondara City Council"
"Kew East",5,"h",2300000,"23/12/2017","Southern Metropolitan",7.3,"Boroondara City Council"
"Kew East",3,"h",1702000,"23/12/2017","Southern Metropolitan",7.3,"Boroondara City Council"
"Kew East",3,"h",1150000,"23/12/2017","Southern Metropolitan",7.3,"Boroondara City Council"
"Keysborough",3,"h",715000,"23/12/2017","South-Eastern Metropolitan",25.2,"Greater Dandenong City Council"
"Keysborough",3,"h",770000,"23/12/2017","South-Eastern Metropolitan",25.2,"Greater Dandenong City Council"
"Kilsyth",2,"h",830000,"23/12/2017","Eastern Metropolitan",26,"Maroondah City Council"
"Kings Park",4,"h",665000,"23/12/2017","Western Metropolitan",14,"Brimbank City Council"
"Kings Park",5,"h",675000,"23/12/2017","Western Metropolitan",14,"Brimbank City Council"
"Kingsbury",3,"u",702500,"23/12/2017","Northern Metropolitan",12.1,"Darebin City Council"
"Kingsville",3,"h",1210000,"23/12/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"Kingsville",3,"h",1250000,"23/12/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"Kurunjang",4,"h",439000,"23/12/2017","Northern Victoria",31.7,"Melton City Council"
"Kurunjang",3,"h",381000,"23/12/2017","Northern Victoria",31.7,"Melton City Council"
"Lalor",3,"h",707000,"23/12/2017","Northern Metropolitan",16.3,"Whittlesea City Council"
"Lalor",3,"h",640000,"23/12/2017","Northern Metropolitan",16.3,"Whittlesea City Council"
"Lalor",3,"h",700000,"23/12/2017","Northern Metropolitan",16.3,"Whittlesea City Council"
"Lalor",4,"h",600000,"23/12/2017","Northern Metropolitan",16.3,"Whittlesea City Council"
"Lalor",3,"h",665000,"23/12/2017","Northern Metropolitan",16.3,"Whittlesea City Council"
"Langwarrin",4,"h",570000,"23/12/2017","Eastern Victoria",41,"Frankston City Council"
"Langwarrin",3,"h",510000,"23/12/2017","Eastern Victoria",41,"Frankston City Council"
"Lower Plenty",4,"t",1160000,"23/12/2017","Eastern Metropolitan",14.6,"Banyule City Council"
"MacLeod",3,"u",471000,"23/12/2017","Northern Metropolitan",12.7,"Banyule City Council"
"MacLeod",2,"u",690000,"23/12/2017","Northern Metropolitan",12.7,"Banyule City Council"
"MacLeod",3,"h",695000,"23/12/2017","Northern Metropolitan",12.7,"Banyule City Council"
"Maidstone",2,"u",420000,"23/12/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"Maidstone",3,"h",895000,"23/12/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"Maidstone",3,"t",670000,"23/12/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"Maidstone",3,"h",825000,"23/12/2017","Western Metropolitan",6.4,"Maribyrnong City Council"
"Malvern",2,"u",2100000,"23/12/2017","Southern Metropolitan",5.9,"Stonnington City Council"
"Malvern",4,"h",3100000,"23/12/2017","Southern Metropolitan",5.9,"Stonnington City Council"
"Malvern East",2,"u",530000,"23/12/2017","Southern Metropolitan",8.4,"Stonnington City Council"
"Malvern East",4,"h",2830000,"23/12/2017","Southern Metropolitan",8.4,"Stonnington City Council"
"Malvern East",1,"u",112000,"23/12/2017","Southern Metropolitan",8.4,"Stonnington City Council"
"Maribyrnong",2,"h",1250000,"23/12/2017","Western Metropolitan",4.3,"Maribyrnong City Council"
"Maribyrnong",2,"t",540000,"23/12/2017","Western Metropolitan",4.3,"Maribyrnong City Council"
"Maribyrnong",3,"t",625000,"23/12/2017","Western Metropolitan",4.3,"Maribyrnong City Council"
"McKinnon",3,"t",1350000,"23/12/2017","Southern Metropolitan",11.4,"Glen Eira City Council"
"McKinnon",4,"h",1820000,"23/12/2017","Southern Metropolitan",11.4,"Glen Eira City Council"
"McKinnon",4,"h",1730000,"23/12/2017","Southern Metropolitan",11.4,"Glen Eira City Council"
"Melbourne",2,"u",750000,"23/12/2017","Northern Metropolitan",0,"Melbourne City Council"
"Melbourne",2,"u",1000000,"23/12/2017","Northern Metropolitan",0,"Melbourne City Council"
"Melbourne",3,"u",1825000,"23/12/2017","Northern Metropolitan",0,"Melbourne City Council"
"Melton",3,"h",400000,"23/12/2017","Western Victoria",31.7,"Melton City Council"
"Melton South",2,"u",290000,"23/12/2017","Western Victoria",29.8,"Melton City Council"
"Melton South",3,"h",361000,"23/12/2017","Western Victoria",29.8,"Melton City Council"
"Melton West",3,"h",518000,"23/12/2017","Northern Victoria",31.7,"Melton City Council"
"Melton West",3,"h",400000,"23/12/2017","Northern Victoria",31.7,"Melton City Council"
"Mentone",2,"h",680000,"23/12/2017","South-Eastern Metropolitan",20,"Kingston City Council"
"Mentone",3,"t",920000,"23/12/2017","South-Eastern Metropolitan",20,"Kingston City Council"
"Mentone",6,"h",1650000,"23/12/2017","South-Eastern Metropolitan",20,"Kingston City Council"
"Mernda",4,"h",598000,"23/12/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Mernda",4,"h",518000,"23/12/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Mernda",4,"h",900000,"23/12/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Mernda",3,"t",482500,"23/12/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Mernda",3,"h",572500,"23/12/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Mernda",3,"h",580058,"23/12/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Mernda",4,"h",745500,"23/12/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Mernda",4,"h",662000,"23/12/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Mernda",3,"h",595000,"23/12/2017","Northern Metropolitan",25.9,"Whittlesea City Council"
"Mickleham",5,"h",1500000,"23/12/2017","Northern Metropolitan",20.6,"Hume City Council"
"Mill Park",3,"h",700000,"23/12/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",3,"h",637500,"23/12/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",4,"h",751000,"23/12/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",3,"h",699000,"23/12/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",2,"u",485000,"23/12/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",3,"u",410000,"23/12/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",3,"h",551500,"23/12/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",4,"h",700500,"23/12/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",3,"h",622000,"23/12/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mill Park",4,"h",740000,"23/12/2017","Northern Metropolitan",17.9,"Whittlesea City Council"
"Mitcham",3,"h",1020000,"23/12/2017","Eastern Metropolitan",17.2,"Whitehorse City Council"
"Mitcham",2,"h",732500,"23/12/2017","Eastern Metropolitan",17.2,"Whitehorse City Council"
"Mitcham",3,"u",1075000,"23/12/2017","Eastern Metropolitan",17.2,"Whitehorse City Council"
"Mitcham",3,"h",1151000,"23/12/2017","Eastern Metropolitan",17.2,"Whitehorse City Council"
"Mont Albert",2,"u",541500,"23/12/2017","Eastern Metropolitan",10.2,"Boroondara City Council"
"Mont Albert",4,"h",2105000,"23/12/2017","Eastern Metropolitan",10.2,"Boroondara City Council"
"Montmorency",3,"h",880000,"23/12/2017","Eastern Metropolitan",16.2,"Banyule City Council"
"Montmorency",3,"h",907000,"23/12/2017","Eastern Metropolitan",16.2,"Banyule City Council"
"Moonee Ponds",2,"u",715000,"23/12/2017","Western Metropolitan",6.2,"Moonee Valley City Council"
"Moonee Ponds",3,"h",1490000,"23/12/2017","Western Metropolitan",6.2,"Moonee Valley City Council"
"Mooroolbark",4,"h",712000,"23/12/2017","Eastern Victoria",26.5,"Yarra Ranges Shire Council"
"Mooroolbark",4,"h",825000,"23/12/2017","Eastern Victoria",26.5,"Yarra Ranges Shire Council"
"Mordialloc",4,"t",930000,"23/12/2017","South-Eastern Metropolitan",21.5,"Kingston City Council"
"Mount Waverley",5,"h",1856000,"23/12/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",3,"h",1240000,"23/12/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",2,"h",1240000,"23/12/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",3,"h",1215000,"23/12/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",3,"u",742500,"23/12/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",5,"h",2700000,"23/12/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mount Waverley",3,"u",850000,"23/12/2017","Eastern Metropolitan",14.2,"Monash City Council"
"Mulgrave",3,"h",867000,"23/12/2017","South-Eastern Metropolitan",18.8,"Monash City Council"
"Mulgrave",3,"h",825000,"23/12/2017","South-Eastern Metropolitan",18.8,"Monash City Council"
"Murrumbeena",2,"u",801000,"23/12/2017","Southern Metropolitan",10.1,"Glen Eira City Council"
"Murrumbeena",3,"h",1437000,"23/12/2017","Southern Metropolitan",10.1,"Glen Eira City Council"
"Murrumbeena",3,"h",1590000,"23/12/2017","Southern Metropolitan",10.1,"Glen Eira City Council"
"Murrumbeena",3,"h",1550000,"23/12/2017","Southern Metropolitan",10.1,"Glen Eira City Council"
"New Gisborne",3,"h",625000,"23/12/2017","Northern Victoria",48.1,"Macedon Ranges Shire Council"
"Newport",4,"t",1090000,"23/12/2017","Western Metropolitan",6.2,"Hobsons Bay City Council"
"Newport",2,"h",660000,"23/12/2017","Western Metropolitan",6.2,"Hobsons Bay City Council"
"Newport",5,"h",1180000,"23/12/2017","Western Metropolitan",6.2,"Hobsons Bay City Council"
"Niddrie",4,"h",1050000,"23/12/2017","Western Metropolitan",10.4,"Moonee Valley City Council"
"Noble Park",3,"h",1025000,"23/12/2017","South-Eastern Metropolitan",22.7,"Greater Dandenong City Council"
"Noble Park",2,"t",530000,"23/12/2017","South-Eastern Metropolitan",22.7,"Greater Dandenong City Council"
"Northcote",3,"h",1575000,"23/12/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",3,"h",1585000,"23/12/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",4,"h",1650000,"23/12/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",4,"h",1420000,"23/12/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",2,"h",1315000,"23/12/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",3,"h",1120000,"23/12/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",2,"u",675500,"23/12/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",2,"h",1100000,"23/12/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Northcote",5,"h",2525000,"23/12/2017","Northern Metropolitan",5.3,"Darebin City Council"
"Nunawading",3,"h",1000000,"23/12/2017","Eastern Metropolitan",15.4,"Manningham City Council"
"Nunawading",3,"h",1102000,"23/12/2017","Eastern Metropolitan",15.4,"Manningham City Council"
"Oak Park",2,"t",580000,"23/12/2017","Northern Metropolitan",11.2,"Moreland City Council"
"Oakleigh South",4,"h",1000000,"23/12/2017","South-Eastern Metropolitan",15.5,"Kingston City Council"
"Ormond",2,"u",790000,"23/12/2017","Southern Metropolitan",11.4,"Glen Eira City Council"
